,CH1,CH2,CH3,CH4
,0.162255,223.225,227.598,4.46078
,0.140196,223.225,227.941,4.36275
,0.164706,223.078,227.5,4.41176
,0.15,222.392,226.716,4.26471
,0.123039,222.588,226.422,4.41176
,0.118137,222.588,226.716,4.60784
,0.201471,222.539,226.618,4.55882
,0.213725,222.147,226.52,4.70588
,0.176961,221.951,225.833,4.65686
,0.159804,221.804,225.49,4.31373
,0.176961,221.412,225.539,4.55882
,0.176961,221.755,225.833,4.26471
,0.127941,222,226.127,4.41176
,0.181863,221.608,225.735,4.21569
,0.12549,220.873,224.853,4.16667
,0.127941,220.48,224.559,4.11765
,0.147549,220.873,225.049,4.16667
,0.157353,220.725,225.147,4.21569
,0.142647,220.578,224.657,4.01961
,0.123039,220.088,224.314,4.26471
,0.127941,219.696,223.775,4.36275
,0.115686,219.157,223.137,3.92157
,0.130392,219.402,223.627,4.36275
,0.0936275,218.961,223.382,4.21569
,0.0813725,218.961,222.794,4.41176
,0.147549,218.324,222.794,4.31373
,0.164706,218.176,222.255,4.16667
,0.154902,218.324,222.5,4.11765
,0.172059,218.373,222.5,4.11765
,0.157353,217.931,222.304,4.21569
,0.162255,217.343,221.814,3.97059
,0.135294,217.686,221.618,4.06863
,0.137745,217.539,221.618,4.16667
,0.140196,217.294,221.667,3.97059
,0.157353,216.951,220.98,4.06863
,0.135294,216.902,220.98,4.11765
,0.157353,216.608,220.98,3.92157
,0.157353,216.461,220.931,3.67647
,0.140196,216.412,220.98,3.87255
,0.145098,216.314,220.588,3.62745
,0.164706,216.706,220.735,3.57843
,0.167157,216.608,220.392,3.62745
,0.103431,216.265,220.245,3.97059
,0.127941,215.873,220,3.62745
,0.164706,215.775,219.804,3.92157
,0.120588,215.873,219.804,3.97059
,0.152451,216.02,219.804,3.72549
,0.157353,215.333,219.314,3.82353
,0.167157,215.235,218.824,4.01961
,0.152451,215.137,219.069,3.92157
,0.113235,215.137,219.216,3.92157
,0.113235,214.99,218.725,4.16667
,0.135294,214.696,218.676,4.06863
,0.118137,214.255,218.137,3.92157
,0.167157,214.206,217.794,4.16667
,0.152451,213.863,217.402,4.21569
,0.12549,213.471,217.5,4.31373
,0.159804,212.882,217.01,4.16667
,0.179412,212.784,216.373,4.16667
,0.186765,212.588,216.127,3.97059
,0.172059,212.245,215.833,3.77451
,0.169608,212.147,215.931,4.06863
,0.189216,211.853,215.392,3.87255
,0.157353,211.363,215.147,4.36275
,0.181863,211.314,215.049,4.21569
,0.201471,211.167,215.049,4.26471
,0.196569,211.118,215.049,4.01961
,0.186765,210.873,214.706,4.16667
,0.15,210.725,214.608,4.16667
,0.162255,210.529,214.51,4.16667
,0.179412,210.431,214.412,4.11765
,0.194118,209.941,214.216,3.77451
,0.17451,209.549,213.971,3.57843
,0.137745,209.5,213.824,3.77451
,0.169608,209.598,213.873,3.97059
,0.169608,209.353,213.382,4.11765
,0.169608,209.353,213.431,4.26471
,0.137745,209.157,213.775,4.06863
,0.137745,209.01,213.676,4.36275
,0.147549,208.618,213.382,3.97059
,0.159804,208.569,213.333,4.01961
,0.172059,208.667,213.382,4.01961
,0.162255,208.667,213.039,4.01961
,0.147549,208.078,212.353,4.01961
,0.176961,207.686,211.961,3.62745
,0.137745,207.637,211.716,3.77451
,0.157353,207.686,211.814,3.82353
,0.164706,207.735,212.157,4.01961
,0.167157,207.049,211.716,4.11765
,0.152451,206.559,210.882,4.11765
,0.189216,206.706,210.98,3.92157
,0.154902,206.559,211.029,4.16667
,0.179412,206.363,210.833,3.97059
,0.147549,205.873,210.245,4.41176
,0.147549,205.529,209.902,4.06863
,0.152451,205.039,209.167,4.16667
,0.145098,204.451,208.824,4.11765
,0.157353,204.304,208.48,4.26471
,0.167157,204.402,208.431,4.21569
,0.164706,204.157,208.186,4.01961
,0.184314,203.324,207.696,4.11765
,0.189216,202.882,207.647,4.01961
,0.152451,202.735,207.745,4.36275
,0.140196,202.98,207.696,3.92157
,0.169608,202.784,207.304,3.82353
,0.142647,202.294,207.304,3.87255
,0.164706,202.245,207.255,3.87255
,0.115686,202.294,207.059,4.06863
,0.164706,202.539,207.157,3.97059
,0.181863,202.049,206.618,4.06863
,0.159804,201.657,206.275,3.67647
,0.157353,201.461,205.882,3.82353
,0.172059,201.314,205.931,3.82353
,0.142647,201.412,205.784,3.82353
,0.147549,201.216,205.882,4.06863
,0.162255,201.167,205.392,3.87255
,0.172059,200.627,204.853,3.92157
,0.152451,200.431,204.804,3.92157
,0.154902,200.627,205,3.97059
,0.167157,200.284,204.412,3.97059
,0.145098,200.137,204.118,3.82353
,0.189216,199.941,204.02,3.82353
,0.157353,199.206,203.971,3.92157
,0.164706,199.01,203.529,3.87255
,0.201471,198.667,203.48,3.92157
,0.167157,198.373,203.137,3.67647
,0.184314,198.127,202.549,3.77451
,0.147549,197.98,202.255,3.87255
,0.154902,197.49,201.814,3.72549
,0.140196,197.196,201.667,3.82353
,0.179412,197.049,201.471,3.87255
,0.159804,196.559,200.882,3.92157
,0.103431,195.971,200.441,3.52941
,0.152451,195.529,200.196,3.57843
,0.228431,195.431,200.049,3.72549
,0.142647,194.892,199.412,3.72549
,0.17451,194.598,198.627,3.87255
,0.164706,194.108,198.088,3.57843
,0.179412,193.716,197.99,3.87255
,0.184314,193.52,197.647,3.57843
,0.213725,193.275,197.451,3.77451
,0.181863,193.225,197.108,3.77451
,0.191667,193.029,196.716,3.82353
,0.140196,192.196,196.667,3.62745
,0.176961,191.51,195.98,3.67647
,0.15,191.461,195.735,3.67647
,0.108333,191.216,195.686,3.52941
,0.176961,191.51,195.441,3.77451
,0.201471,191.167,195.343,3.92157
,0.221078,190.431,195,3.72549
,0.184314,190.137,194.706,3.62745
,0.233333,190.431,194.412,3.77451
,0.206373,190.186,194.51,3.82353
,0.176961,190.039,194.412,3.82353
,0.201471,189.255,193.971,3.97059
,0.194118,188.863,193.333,4.16667
,0.164706,188.52,192.892,3.77451
,0.221078,188.373,192.843,3.92157
,0.19902,188.127,192.5,3.77451
,0.164706,187.588,192.059,3.72549
,0.184314,186.902,191.569,3.82353
,0.127941,186.314,190.931,3.57843
,0.164706,186.412,190.833,3.92157
,0.15,186.167,190.588,3.82353
,0.179412,185.922,189.902,3.72549
,0.152451,185.186,189.461,3.72549
,0.137745,184.843,189.608,3.43137
,0.181863,184.794,189.363,3.57843
,0.208824,184.549,189.167,3.82353
,0.201471,184.451,189.02,3.77451
,0.159804,183.618,188.137,3.97059
,0.154902,183.373,188.578,3.87255
,0.147549,183.029,187.892,3.62745
,0.203922,183.078,187.598,3.62745
,0.191667,182.735,187.255,3.62745
,0.164706,182.392,187.255,3.72549
,0.15,181.951,186.471,3.87255
,0.186765,181.804,185.882,3.97059
,0.17451,181.265,185.49,4.11765
,0.179412,181.314,185.049,3.82353
,0.132843,180.676,184.853,3.92157
,0.159804,180.039,184.706,4.16667
,0.17451,179.5,183.922,3.92157
,0.184314,179.206,183.824,3.82353
,0.169608,178.569,183.431,3.92157
,0.123039,177.931,182.941,3.57843
,0.147549,177.588,182.353,3.77451
,0.135294,177.147,182.206,4.01961
,0.130392,176.706,182.059,3.97059
,0.142647,176.559,181.618,3.92157
,0.167157,176.608,181.52,3.92157
,0.19902,175.971,181.176,3.87255
,0.142647,175.235,179.902,3.92157
,0.157353,174.304,179.51,4.01961
,0.135294,174.157,179.02,3.87255
,0.157353,173.863,178.775,3.72549
,0.154902,173.176,178.186,3.92157
,0.140196,172.539,177.304,3.82353
,0.120588,171.853,177.157,3.97059
,0.15,171.363,176.863,3.62745
,0.152451,170.873,176.373,3.77451
,0.172059,170.578,175.931,3.77451
,0.162255,170.235,175.637,3.62745
,0.162255,169.99,175.098,3.43137
,0.135294,169.745,174.559,3.57843
,0.162255,169.304,174.461,3.52941
,0.164706,169.01,174.363,3.13725
,0.157353,168.275,173.431,3.48039
,0.184314,167.49,172.892,3.57843
,0.186765,166.951,172.5,3.62745
,0.179412,166.755,172.402,3.77451
,0.164706,166.216,171.863,3.62745
,0.176961,165.578,171.275,3.57843
,0.152451,165.235,170.686,3.57843
,0.154902,165.235,170.735,3.77451
,0.118137,164.843,170.147,3.52941
,0.142647,164.255,169.412,3.62745
,0.142647,164.108,169.118,3.87255
,0.113235,163.569,169.02,3.67647
,0.130392,163.275,168.676,3.52941
,0.132843,162.931,168.088,3.62745
,0.140196,162.441,167.696,3.87255
,0.127941,162.098,166.961,3.87255
,0.17451,161.216,166.373,3.28431
,0.142647,160.873,166.176,3.48039
,0.157353,160.578,165.833,3.18627
,0.140196,160.186,165.49,3.43137
,0.137745,159.892,164.951,3.43137
,0.159804,159.5,164.51,3.38235
,0.159804,159.157,164.314,3.62745
,0.162255,158.863,163.873,3.52941
,0.157353,158.422,163.431,3.57843
,0.179412,157.784,162.745,3.72549
,0.172059,157.196,162.451,3.67647
,0.130392,156.853,161.863,3.62745
,0.118137,156.461,161.324,3.62745
,0.167157,155.873,160.686,3.52941
,0.137745,155.333,159.804,3.62745
,0.0911765,154.843,159.608,3.97059
,0.169608,154.402,158.873,3.67647
,0.167157,154.01,158.824,3.67647
,0.154902,153.569,158.088,3.43137
,0.140196,153.127,157.696,3.72549
,0.181863,152.588,157.402,3.43137
,0.15,152.49,156.863,3.52941
,0.147549,152,156.275,3.52941
,0.162255,151.657,155.98,3.48039
,0.142647,151.314,155.441,3.57843
,0.172059,150.725,155.343,3.48039
,0.147549,150.088,154.657,3.48039
,0.164706,149.451,154.167,3.38235
,0.169608,148.961,154.02,3.52941
,0.176961,148.863,154.02,3.28431
,0.147549,148.127,153.431,3.18627
,0.164706,147.882,152.696,3.57843
,0.110784,147.49,152.451,3.57843
,0.145098,146.902,152.01,3.72549
,0.154902,146.559,151.716,3.57843
,0.154902,146.069,151.176,3.18627
,0.127941,145.922,150.49,3.43137
,0.130392,145.235,149.804,3.38235
,0.159804,144.794,149.51,3.62745
,0.162255,144.353,149.167,3.48039
,0.142647,143.618,148.627,3.62745
,0.176961,142.98,148.088,3.52941
,0.157353,142.539,147.598,3.82353
,0.17451,142.343,147.206,3.57843
,0.145098,141.706,146.667,3.67647
,0.169608,141.265,146.422,3.48039
,0.15,140.48,145.588,3.77451
,0.186765,139.99,144.755,3.67647
,0.120588,139.598,144.657,3.87255
,0.154902,139.059,144.314,3.57843
,0.162255,138.618,143.48,3.52941
,0.184314,137.98,142.941,3.82353
,0.176961,137.343,142.059,3.57843
,0.159804,137.049,141.618,3.77451
,0.147549,136.657,141.275,3.92157
,0.167157,136.265,140.833,3.87255
,0.184314,135.824,140.392,3.43137
,0.145098,135.529,140.098,3.72549
,0.145098,135.137,139.657,3.23529
,0.135294,135.186,139.608,3.08824
,0.113235,134.892,139.216,3.28431
,0.145098,134.402,138.775,3.87255
,0.17451,133.961,138.431,3.08824
,0.164706,133.863,138.382,3.33333
,0.172059,133.373,137.941,3.38235
,0.169608,133.127,137.647,3.48039
,0.194118,132.784,136.961,3.77451
,0.15,132.637,136.863,3.48039
,0.17451,132.343,136.765,3.43137
,0.179412,132.049,136.324,3.43137
,0.169608,131.461,136.029,3.67647
,0.201471,131.118,135.196,3.48039
,0.201471,130.431,135.098,3.38235
,0.184314,130.137,134.706,3.48039
,0.157353,129.598,134.069,3.77451
,0.176961,129.451,133.725,3.72549
,0.189216,128.961,133.137,4.01961
,0.154902,128.324,132.598,3.62745
,0.221078,128.127,132.598,3.43137
,0.186765,128.029,131.765,3.67647
,0.152451,127.637,131.225,3.48039
,0.19902,127.049,130.735,3.43137
,0.164706,126.559,130.539,3.57843
,0.152451,126.559,129.853,3.52941
,0.181863,126.02,129.412,3.48039
,0.137745,125.382,128.529,3.48039
,0.164706,124.647,127.99,3.43137
,0.15,124.059,127.647,3.38235
,0.15,123.912,127.255,3.48039
,0.172059,123.618,126.863,3.52941
,0.191667,123.127,126.667,3.52941
,0.186765,122.49,125.98,3.38235
,0.140196,122.147,125.637,3.52941
,0.162255,122,125.098,3.67647
,0.15,121.363,124.412,3.48039
,0.164706,120.971,123.922,3.43137
,0.154902,120.48,123.48,3.43137
,0.19902,120.186,122.843,3.52941
,0.191667,119.647,122.647,3.28431
,0.164706,119.01,122.01,3.23529
,0.157353,118.52,122.108,3.18627
,0.145098,117.98,121.569,3.08824
,0.140196,117.686,120.784,3.28431
,0.145098,117.147,120.686,3.03922
,0.115686,117,120.245,3.03922
,0.179412,116.314,120.098,3.08824
,0.123039,115.725,119.51,2.9902
,0.120588,115.333,119.069,2.89216
,0.123039,114.99,118.382,3.08824
,0.130392,114.059,117.745,3.23529
,0.135294,113.569,117.255,3.38235
,0.140196,112.98,116.471,3.33333
,0.145098,112.49,115.931,3.18627
,0.147549,112.098,115.49,3.23529
,0.154902,111.657,115.196,3.23529
,0.145098,111.118,114.853,3.18627
,0.169608,111.02,114.412,3.03922
,0.135294,110.676,114.265,3.23529
,0.127941,110.137,113.775,2.9902
,0.110784,109.794,113.48,2.84314
,0.127941,109.451,113.039,2.94118
,0.130392,108.961,112.647,2.94118
,0.154902,108.471,112.206,3.18627
,0.152451,107.833,111.373,3.43137
,0.179412,107.637,111.029,3.28431
,0.169608,107.098,110.588,3.08824
,0.167157,106.51,110.147,2.9902
,0.201471,106.02,110.098,2.94118
,0.157353,105.824,109.314,2.9902
,0.145098,105.431,108.824,3.08824
,0.157353,104.843,108.284,2.84314
,0.120588,104.696,107.99,2.7451
,0.105882,104.206,107.5,2.79412
,0.0887255,103.569,107.157,2.94118
,0.147549,102.833,106.667,2.9902
,0.145098,102.392,106.275,3.33333
,0.137745,102,105.343,3.18627
,0.140196,101.363,104.51,3.13725
,0.147549,100.971,104.167,3.18627
,0.140196,100.382,103.775,3.23529
,0.181863,99.6961,102.745,2.84314
,0.157353,99.0588,102.206,2.84314
,0.157353,98.2745,101.912,2.7451
,0.142647,97.9314,101.275,2.69608
,0.110784,97.3431,100.833,3.23529
,0.120588,96.5098,100.049,2.89216
,0.108333,95.9216,99.4608,2.69608
,0.130392,95.4314,98.7255,2.89216
,0.140196,94.8922,98.4804,3.08824
,0.145098,94.3529,97.8922,2.79412
,0.184314,93.7647,97.2549,3.23529
,0.159804,93.2255,96.2255,3.23529
,0.15,92.2941,95.7353,3.08824
,0.15,91.7059,95.1471,3.08824
,0.110784,90.7255,94.7059,3.38235
,0.130392,90.1863,94.0196,3.23529
,0.0960784,89.598,93.2353,3.33333
,0.127941,89.1078,92.6471,3.18627
,0.127941,88.6667,92.3039,3.48039
,0.123039,87.5392,91.8137,3.18627
,0.105882,87.3922,91.3235,3.33333
,0.123039,86.951,90.6863,3.57843
,0.113235,86.6569,89.8039,3.43137
,0.159804,85.7255,89.6569,3.13725
,0.132843,85.0882,89.1176,3.28431
,0.167157,84.7451,88.5784,3.43137
,0.140196,83.8627,87.8431,3.28431
,0.113235,83.4216,87.1569,3.28431
,0.130392,82.5882,86.8137,2.9902
,0.130392,82.1471,85.9804,3.33333
,0.147549,81.3627,85.5392,3.03922
,0.147549,81.1667,84.8529,3.18627
,0.172059,80.3333,84.1176,3.23529
,0.103431,79.7941,83.4804,2.9902
,0.115686,79.598,83.0392,2.84314
,0.135294,78.7157,82.6471,3.38235
,0.108333,77.8333,81.8627,3.23529
,0.135294,76.951,81.3235,3.52941
,0.132843,76.6569,80.9804,3.43137
,0.12549,75.8725,79.902,3.08824
,0.145098,74.8922,79.2647,3.13725
,0.164706,74.598,78.8235,2.9902
,0.12549,73.6176,78.3824,3.08824
,0.132843,73.1275,78.0392,3.23529
,0.115686,72.3431,77.0098,3.33333
,0.10098,71.951,76.2255,2.59804
,0.12549,70.9706,75.7843,2.69608
,0.162255,70.4804,74.951,3.08824
,0.118137,69.7941,74.7549,3.33333
,0.103431,69.0098,74.2647,3.08824
,0.110784,68.3725,73.4804,3.18627
,0.108333,67.9314,72.9902,3.08824
,0.140196,67.1961,72.1569,3.03922
,0.147549,66.4118,71.6667,3.13725
,0.137745,65.8725,71.1765,3.48039
,0.113235,65.3824,70.6863,3.08824
,0.142647,64.7451,70.1471,2.9902
,0.123039,64.2549,69.5098,3.38235
,0.123039,63.9118,69.0686,3.38235
,0.164706,63.5686,68.6275,3.18627
,0.167157,63.0294,68.2843,2.69608
,0.12549,62.4412,67.598,3.03922
,0.145098,61.8529,67.2059,3.08824
,0.147549,61.1667,66.4706,3.03922
,0.145098,60.8235,66.0294,2.9902
,0.137745,60.3824,65.2451,3.18627
,0.118137,59.7941,64.5098,2.94118
,0.0740196,59.2549,63.8235,2.9902
,0.105882,58.8627,63.6275,2.9902
,0.103431,58.3235,63.1373,2.84314
,0.0960784,57.7843,62.3529,2.89216
,0.0715686,57.4412,61.7157,2.84314
,0.120588,56.6078,61.4216,2.79412
,0.105882,56.1176,60.6863,2.9902
,0.105882,55.4804,59.6078,2.94118
,0.10098,54.7941,59.2157,2.94118
,0.127941,54.1569,58.5294,2.94118
,0.123039,53.7647,57.9902,2.64706
,0.113235,53.1275,57.3529,2.79412
,0.135294,52.8333,57.0098,2.64706
,0.137745,51.951,56.2255,2.64706
,0.120588,51.3137,55.5882,3.03922
,0.113235,50.7255,54.8039,2.79412
,0.115686,50.2353,54.3137,3.13725
,0.115686,49.598,53.4804,3.13725
,0.115686,48.9118,52.6961,3.13725
,0.12549,48.7647,52.2059,3.23529
,0.0985294,48.0294,51.8627,2.94118
,0.0813725,47.6373,51.1275,3.18627
,0.0789216,47,50.9804,2.94118
,0.120588,46.2647,50.2941,3.13725
,0.132843,46.1176,50.2941,2.7451
,0.154902,45.5784,49.6569,2.59804
,0.147549,44.9412,48.9706,2.7451
,0.10098,44.5,48.6765,3.13725
,0.0789216,44.1569,48.2843,2.84314
,0.103431,43.7157,47.8431,2.79412
,0.152451,43.4706,47.1569,2.94118
,0.123039,42.8824,46.1765,2.9902
,0.147549,42.4902,45.8333,2.9902
,0.123039,42.2451,45.6373,2.84314
,0.108333,41.8529,45.3431,2.84314
,0.103431,41.0686,44.902,3.08824
,0.0789216,40.6275,44.6078,3.18627
,0.0789216,40.3333,44.3137,3.13725
,0.0764706,39.8431,43.8725,3.08824
,0.154902,39.402,43.6765,2.94118
,0.110784,38.8137,43.0392,3.13725
,0.132843,38.3725,42.549,3.28431
,0.130392,37.6863,41.8137,3.13725
,0.135294,37.4902,41.7157,3.13725
,0.142647,37.1471,40.9804,3.08824
,0.108333,36.5588,40.5882,3.13725
,0.0740196,36.3627,40.2451,3.18627
,0.0936275,35.5784,39.6569,2.9902
,0.12549,35.0392,39.3137,2.89216
,0.127941,34.8922,38.9706,3.18627
,0.145098,34.3529,38.6765,3.08824
,0.123039,34.0098,37.598,2.84314
,0.120588,33.5196,37.5,2.89216
,0.123039,32.9314,37.2059,3.03922
,0.137745,32.4412,36.6667,3.18627
,0.140196,32.2451,36.0294,3.23529
,0.142647,31.4118,35.3922,2.94118
,0.152451,30.6765,35.1471,3.08824
,0.194118,29.9902,34.6569,2.79412
,0.169608,29.8922,33.9216,2.30392
,0.167157,29.451,33.6765,2.35294
,0.135294,29.0098,33.2843,2.40196
,0.132843,28.3725,33.0392,2.5
,0.130392,28.0294,32.2059,2.54902
,0.154902,27.4902,31.8137,2.79412
,0.142647,27,31.0784,2.69608
,0.12549,26.3137,30.7353,2.69608
,0.145098,25.7255,30.1961,2.40196
,0.103431,25.2353,29.5588,2.64706
,0.0960784,24.598,29.0196,2.54902
,0.108333,24.402,28.6765,2.84314
,0.118137,24.0588,28.2843,3.03922
,0.142647,23.5686,27.8431,2.79412
,0.132843,23.1275,26.8627,2.94118
,0.110784,22.3922,26.3235,2.94118
,0.120588,22,26.1275,3.03922
,0.152451,21.6078,25.5882,2.7451
,0.12549,20.7255,25.049,2.7451
,0.103431,19.9902,24.4118,3.03922
,0.0985294,19.7941,23.7255,2.9902
,0.113235,19.2059,23.1863,2.64706
,0.0936275,18.6176,22.6471,2.94118
,0.10098,18.0784,21.6176,2.94118
,0.113235,17.4412,21.0784,2.94118
,0.0985294,16.8529,20.5882,2.59804
,0.0985294,16.4608,20.098,2.89216
,0.10098,15.9216,19.6078,2.7451
,0.110784,15.4804,18.8725,2.94118
,0.103431,14.6961,18.7745,2.9902
,0.0936275,14.3039,18.3824,2.9902
,0.0887255,13.7157,17.9412,3.18627
,0.132843,13.2745,17.2059,2.69608
,0.115686,12.6373,16.7647,2.35294
,0.118137,12.049,16.0784,2.84314
,0.108333,12.049,15.7843,2.89216
,0.0838235,11.5098,15.3922,2.94118
,0.108333,11.4608,14.8529,3.03922
,0.10098,10.7255,14.3627,2.79412
,0.0862745,10.1373,13.8725,2.94118
,0.0936275,9.35294,13.4804,3.13725
,0.118137,9.10784,12.9902,3.03922
,0.132843,8.81373,12.7941,3.08824
,0.110784,8.51961,12.549,3.03922
,0.120588,7.83333,11.9608,2.84314
,0.110784,6.85294,10.9314,3.13725
,0.110784,6.36275,10.5882,3.23529
,0.140196,5.72549,10.098,3.33333
,0.115686,4.84314,9.16667,3.13725
,0.127941,4.15686,8.82353,3.13725
,0.132843,3.56863,7.89216,3.18627
,0.0985294,2.93137,7.2549,2.84314
,0.130392,2.19608,6.71569,3.23529
,0.140196,1.16667,6.02941,3.08824
,0.145098,0.529412,5.14706,3.18627
,0.140196,-0.303922,4.46078,2.79412
,0.0789216,-1.13725,3.87255,3.48039
,0.0911765,-1.77451,2.79412,3.23529
,0.105882,-2.41176,2.0098,3.13725
,0.103431,-3.14706,1.76471,3.08824
,0.105882,-3.98039,0.882353,2.94118
,0.10098,-4.96078,0.294118,3.03922
,0.110784,-5.45098,-0.245098,3.13725
,0.118137,-6.28431,-0.784314,3.28431
,0.110784,-6.18627,-0.784314,2.94118
,0.108333,-6.18627,-0.686275,2.94118
,0.0862745,-6.23529,-1.02941,3.08824
,0.17451,-6.38235,-1.27451,2.94118
,0.140196,-6.23529,-1.42157,3.23529
,0.12549,-6.33333,-1.37255,3.08824
,0.167157,-6.38235,-1.51961,3.03922
,0.140196,-6.38235,-1.42157,3.08824
,0.132843,-6.48039,-1.42157,2.9902
,0.118137,-6.48039,-1.71569,3.23529
,0.135294,-6.43137,-1.17647,2.9902
,0.127941,-6.38235,-1.66667,3.28431
,0.137745,-6.57843,-1.61765,3.38235
,0.157353,-6.57843,-1.42157,3.28431
,0.130392,-6.62745,-1.12745,2.94118
,0.105882,-6.72549,-1.56863,3.08824
,0.10098,-6.67647,-1.37255,3.08824
,0.0960784,-7.01961,-1.56863,3.13725
,0.12549,-6.72549,-1.47059,3.13725
,0.137745,-6.72549,-1.51961,3.18627
,0.132843,-6.52941,-1.51961,3.03922
,0.140196,-6.82353,-1.47059,3.33333
,0.123039,-6.97059,-1.22549,3.43137
,0.137745,-6.67647,-1.42157,3.52941
,0.12549,-6.43137,-1.56863,3.23529
,0.115686,-6.72549,-1.76471,3.38235
,0.162255,-6.77451,-1.42157,3.28431
,0.115686,-6.87255,-1.61765,3.23529
,0.159804,-6.82353,-1.66667,3.33333
,0.123039,-6.67647,-1.66667,2.94118
,0.140196,-7.06863,-1.71569,2.94118
,0.10098,-6.77451,-1.51961,3.38235
,0.0887255,-6.92157,-1.61765,3.18627
,0.113235,-6.67647,-1.37255,3.23529
,0.137745,-6.52941,-1.47059,3.38235
,0.118137,-6.62745,-1.32353,3.33333
,0.103431,-6.77451,-1.51961,3.57843
,0.137745,-6.62745,-1.42157,3.48039
,0.118137,-6.82353,-1.17647,3.43137
,0.130392,-6.92157,-1.07843,3.23529
,0.147549,-6.92157,-1.42157,3.08824
,0.132843,-25.2059,-19.1176,20.4412
,0.152451,-57.8039,-52.598,52.0098
,0.145098,-58.6863,-53.7745,52.6471
,0.145098,-33.9314,-27.9412,29.7549
,0.123039,-14.4216,-8.82353,10.7843
,0.10098,-15.6471,-10.1471,11.8137
,0.0936275,-31.2353,-25.5392,27.0098
,0.12549,-44.3725,-37.9902,39.5098
,0.132843,-43.4902,-37.3039,38.6765
,0.115686,-34.3235,-27.9412,30.1471
,0.135294,-27.7549,-22.2059,23.6275
,0.169608,-29.5686,-23.9216,25.4412
,0.12549,-36.5294,-30.4902,32.0588
,0.105882,-41.1863,-34.902,36.4706
,0.140196,-41.0882,-34.7059,36.2745
,0.115686,-37.8529,-31.5196,33.4804
,0.130392,-36.2843,-29.951,32.0588
,0.130392,-37.5588,-31.3235,33.2353
,0.135294,-40.5,-34.3137,35.9314
,0.123039,-42.1667,-36.3235,37.6961
,0.140196,-42.0686,-36.6667,37.7941
,0.15,-41.5784,-35.7843,37.1569
,0.145098,-41.5294,-35.2941,37.2059
,0.130392,-42.6078,-36.4706,38.1863
,0.120588,-44.0784,-38.3824,39.5098
,0.132843,-45.1569,-39.3137,40.4412
,0.135294,-45.8431,-40.2941,40.8333
,0.145098,-45.8431,-40.098,41.0784
,0.145098,-46.4804,-40.3922,41.2255
,0.12549,-47.1667,-41.4706,41.8137
,0.132843,-48.2451,-42.402,42.6961
,0.130392,-48.8333,-43.1863,43.0882
,0.179412,-49.3725,-43.3824,43.6765
,0.120588,-49.7647,-43.8725,43.8725
,0.0960784,-50.402,-44.6078,44.2647
,0.115686,-51.1863,-45.049,45.098
,0.0887255,-51.4314,-45.9804,45.4902
,0.132843,-51.8725,-46.5686,46.0784
,0.115686,-52.7549,-47.2549,46.6667
,0.142647,-53.1471,-47.3039,47.2059
,0.0911765,-53.8824,-47.8431,47.549
,0.127941,-54.5686,-48.6275,48.0392
,0.176961,-54.9118,-49.4608,48.4804
,0.159804,-55.598,-49.951,49.0686
,0.164706,-55.7941,-50.4902,49.3627
,0.118137,-56.4314,-50.9804,49.6569
,0.123039,-56.3333,-51.1275,50
,0.120588,-56.7745,-51.9608,50.3431
,0.130392,-57.2647,-52.2549,50.8333
,0.103431,-57.5588,-52.549,51.4216
,0.152451,-58.1471,-53.1373,51.8137
,0.132843,-58.3431,-53.6275,52.2059
,0.103431,-59.0784,-53.8725,52.6471
,0.157353,-59.6176,-54.8039,53.1863
,0.130392,-60.2059,-55.6373,53.9216
,0.145098,-60.5,-55.9314,54.2157
,0.145098,-60.8431,-56.4706,54.5098
,0.110784,-61.1373,-57.1569,55.2941
,0.108333,-61.5294,-57.5,55.4902
,0.120588,-61.7255,-57.7941,56.0784
,0.157353,-62.4118,-58.2843,56.6667
,0.147549,-62.8529,-58.9706,57.1569
,0.120588,-63.7353,-59.7549,57.451
,0.154902,-64.1765,-60.3431,58.0392
,0.154902,-64.8137,-60.8824,58.7745
,0.147549,-65.3039,-61.3235,59.1667
,0.154902,-65.6471,-61.8627,59.6569
,0.123039,-66.0882,-61.8137,60.1471
,0.115686,-66.4314,-62.6961,60.6373
,0.127941,-66.6765,-62.598,61.1275
,0.113235,-67.1667,-62.9412,61.2255
,0.135294,-67.7059,-63.5294,61.4216
,0.113235,-68,-63.9706,61.9608
,0.12549,-68.4902,-64.6078,62.6961
,0.127941,-68.7353,-65.098,63.1373
,0.137745,-69.2745,-65.4902,63.6765
,0.12549,-69.4706,-66.2255,64.5098
,0.110784,-70.1078,-66.8137,64.902
,0.120588,-70.549,-67.2549,65.4902
,0.132843,-71.2843,-67.6961,66.2745
,0.140196,-71.6275,-68.1863,66.3235
,0.0985294,-71.9706,-68.9706,67.1569
,0.140196,-72.6569,-69.3627,67.5
,0.132843,-73.2451,-69.8039,67.9902
,0.132843,-73.7843,-70.5392,68.7745
,0.172059,-74.4216,-71.0294,69.5098
,0.137745,-74.7647,-71.8137,70.098
,0.135294,-75.2059,-72.2549,70.3922
,0.140196,-76.1373,-72.8922,70.9314
,0.135294,-76.8725,-73.6765,71.6667
,0.103431,-77.3137,-74.1667,72.2059
,0.120588,-77.902,-74.8529,72.7941
,0.108333,-78.8333,-75.4412,73.3824
,0.164706,-79.2745,-76.1275,73.8235
,0.142647,-79.6667,-76.2745,74.6078
